date,order_channel,total_orders,total_customers,total_qty_kg,gross_sales,discount_amount,delivery_fee,tax_amount,net_sales,created_at,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
2024-03-15,Mobile App,119,101,205.84,6810.7,225.46,1125.85,329.26,5459.389999999999,2025-12-02 10:48:49,,,,
2024-03-15,WhatsApp,160,103,139.21,5222.44,249.93,1110.65,248.63,3861.8599999999997,2025-12-02 10:48:49,,,,
2024-03-16,Website,91,81,455.4,16891.09,741.16,1080.67,807.5,15069.26,2025-12-02 10:48:49,,,,
2024-03-16,Mobile App,161,112,732.3,34272.51,1210.61,1479.49,1653.1,31582.410000000003,2025-12-02 10:48:49,,,,
2024-03-16,WhatsApp,246,219,784.0,24056.17,1201.96,1013.45,1142.71,21840.76,2025-12-02 10:48:49,,,,
2024-03-17,Website,76,52,103.48,4838.31,326.44,1482.76,225.59,3029.1100000000006,2025-12-02 10:48:49,,,,
2024-03-17,Mobile App,134,122,453.04,26371.81,1841.28,1292.2,1226.53,23238.33,2025-12-02 10:48:49,,,,
2024-03-17,WhatsApp,188,176,391.9,21128.97,2018.13,594.79,955.54,18516.050000000003,2025-12-02 10:48:49,,,,
2024-03-18,Website,213,171,787.7,44775.35,1458.12,303.61,2165.86,43013.619999999995,2025-12-02 10:48:49,,,,
2024-03-18,Mobile App,58,39,522.81,25031.49,2151.45,534.74,1144.0,22345.300000000003,2025-12-02 10:48:49,,,,
2024-03-18,WhatsApp,50,44,715.24,35785.11,1327.05,843.12,1722.9,33614.94,2025-12-02 10:48:49,,,,
2024-03-19,Website,140,96,779.15,31988.96,1146.47,1219.92,1542.12,29622.57,2025-12-02 10:48:49,,,,
2024-03-19,Mobile App,86,68,163.86,5849.54,343.04,458.49,275.32,5048.01,2025-12-02 10:48:49,,,,
2024-03-19,WhatsApp,131,120,507.81,20706.68,562.59,647.31,1007.2,19496.78,2025-12-02 10:48:49,,,,
2024-03-20,Website,147,92,726.3,39673.29,3580.35,644.75,1804.65,35448.19,2025-12-02 10:48:49,,,,
2024-03-20,Mobile App,109,72,321.64,16228.2,1501.85,599.97,736.32,14126.380000000001,2025-12-02 10:48:49,,,,
2024-03-20,WhatsApp,97,69,578.85,30560.39,920.37,324.51,1482.0,29315.51,2025-12-02 10:48:49,,,,
2024-03-21,Website,209,149,197.92,7315.05,726.05,1063.74,329.45,5525.26,2025-12-02 10:48:49,,,,
2024-03-21,Mobile App,190,130,259.58,14745.48,1375.96,542.73,668.48,12826.789999999999,2025-12-02 10:48:49,,,,
2024-03-21,WhatsApp,159,118,194.78,9855.33,681.2,1245.83,458.71,7928.3,2025-12-02 10:48:49,,,,
2024-03-22,Website,151,101,230.31,9780.82,722.04,1001.63,452.94,8057.15,2025-12-02 10:48:49,,,,
2024-03-22,Mobile App,243,211,282.45,14105.39,1199.08,1070.51,645.32,11835.8,2025-12-02 10:48:49,,,,
2024-03-22,WhatsApp,86,77,527.54,16922.34,1433.74,1309.74,774.43,14178.86,2025-12-02 10:48:49,,,,
2024-03-23,Website,76,53,718.59,39775.53,952.81,1327.35,1941.14,37495.369999999995,2025-12-02 10:48:49,,,,
2024-03-23,Mobile App,124,90,191.81,10967.33,899.77,1182.72,503.38,8884.84,2025-12-02 10:48:49,,,,
2024-03-23,WhatsApp,84,68,470.53,22255.3,2046.09,322.38,1010.46,19886.829999999998,2025-12-02 10:48:49,,,,
2024-03-24,Website,193,133,337.17,18630.14,727.54,461.04,895.13,17441.559999999998,2025-12-02 10:48:49,,,,
2024-03-24,Mobile App,50,37,463.45,19352.14,792.93,708.73,927.96,17850.48,2025-12-02 10:48:49,,,,
2024-03-24,WhatsApp,258,203,543.51,18806.37,1703.31,1486.63,855.15,15616.429999999998,2025-12-02 10:48:49,,,,
2024-03-25,Website,133,94,450.8,18136.16,1195.82,554.12,847.02,16386.22,2025-12-02 10:48:49,,,,
2024-03-25,Mobile App,181,134,275.17,11131.49,379.96,609.91,537.58,10141.619999999999,2025-12-02 10:48:49,,,,
2024-03-25,WhatsApp,122,94,716.29,32236.45,1784.26,870.43,1522.61,29581.760000000002,2025-12-02 10:48:49,,,,
2024-03-26,Website,154,97,124.66,3913.86,89.75,1209.89,191.21,2614.2200000000003,2025-12-02 10:48:49,,,,
2024-03-26,Mobile App,164,118,397.58,22881.28,1093.29,1339.14,1089.4,20448.85,2025-12-02 10:48:49,,,,
2024-03-26,WhatsApp,219,151,710.2,37065.52,3109.11,842.25,1697.82,33114.159999999996,2025-12-02 10:48:49,,,,
2024-03-27,Website,216,153,254.0,9986.25,927.71,838.02,452.93,8220.52,2025-12-02 10:48:49,,,,
2024-03-27,Mobile App,194,146,609.82,36046.78,1875.72,1104.93,1708.55,33066.13,2025-12-02 10:48:49,,,,
2024-03-27,WhatsApp,141,120,265.28,10347.94,611.75,671.66,486.81,9064.53,2025-12-02 10:48:49,,,,
2024-03-28,Website,296,280,419.08,14442.34,461.8,378.18,699.03,13602.36,2025-12-02 10:48:49,,,,
2024-03-28,Mobile App,94,57,595.99,19558.82,1397.01,951.77,908.09,17210.04,2025-12-02 10:48:49,,,,
2024-03-28,WhatsApp,124,92,540.36,20603.63,1628.23,937.64,948.77,18037.760000000002,2025-12-02 10:48:49,,,,
2024-03-29,Website,211,148,682.36,32645.48,2496.76,1327.5,1507.44,28821.22,2025-12-02 10:48:49,,,,
2024-03-29,Mobile App,114,86,333.26,12651.13,945.65,1345.51,585.27,10359.97,2025-12-02 10:48:49,,,,
2024-03-29,WhatsApp,200,140,653.39,30887.4,1137.1,597.15,1487.52,29153.15,2025-12-02 10:48:49,,,,
2024-03-30,Website,117,92,175.26,8107.43,285.35,779.32,391.1,7042.76,2025-12-02 10:48:49,,,,
2024-03-30,Mobile App,92,56,383.65,17805.92,383.56,1362.68,871.12,16059.679999999998,2025-12-02 10:48:49,,,,
2024-03-30,WhatsApp,62,41,192.34,6140.8,220.39,639.27,296.02,5281.14,2025-12-02 10:48:49,,,,
2024-03-31,Website,266,210,756.76,35394.16,937.46,302.89,1722.84,34153.810000000005,2025-12-02 10:48:49,,,,
2024-03-31,Mobile App,284,247,645.74,31877.35,2614.74,1454.12,1463.13,27808.489999999998,2025-12-02 10:48:49,,,,
2024-03-31,WhatsApp,183,168,415.93,23326.33,977.56,886.19,1117.44,21462.58,2025-12-02 10:48:49,,,,
2024-04-01,Website,172,105,334.24,10346.89,228.26,1335.55,505.93,8783.08,2025-12-02 10:48:49,,,,
2024-04-01,Mobile App,227,139,431.47,18692.89,1027.94,477.64,883.25,17187.309999999998,2025-12-02 10:48:49,,,,
2024-04-01,WhatsApp,89,67,354.87,18232.21,1311.41,1116.52,846.04,15804.279999999999,2025-12-02 10:48:49,,,,
2024-04-02,Website,245,213,646.97,29372.52,1694.81,777.8,1383.89,26899.91,2025-12-02 10:48:49,,,,
2024-04-02,Mobile App,97,63,685.14,25290.72,1039.84,1398.59,1212.54,22852.29,2025-12-02 10:48:49,,,,
2024-04-02,WhatsApp,298,258,534.67,22935.86,1181.75,892.48,1087.71,20861.63,2025-12-02 10:48:49,,,,
2024-04-03,Website,78,73,277.03,9360.57,586.32,774.25,438.71,8000.0,2025-12-02 10:48:49,,,,
2024-04-03,Mobile App,273,250,231.85,10272.11,225.06,1254.03,502.35,8793.02,2025-12-02 10:48:49,,,,
2024-04-03,WhatsApp,136,112,684.58,31830.46,1568.05,785.53,1513.12,29476.879999999997,2025-12-02 10:48:49,,,,
2024-04-04,Website,206,162,120.2,4626.5,451.15,798.2,208.77,3377.15,2025-12-02 10:48:49,,,,
2024-04-04,Mobile App,195,127,648.87,26571.74,1473.26,519.27,1254.92,24579.210000000003,2025-12-02 10:48:49,,,,
2024-04-04,WhatsApp,227,210,177.93,5734.57,382.29,1047.3,267.61,4304.98,2025-12-02 10:48:49,,,,
2024-04-05,Website,299,194,138.81,7353.88,367.29,1384.19,349.33,5602.4,2025-12-02 10:48:49,,,,
2024-04-05,Mobile App,114,104,180.49,6885.06,567.15,880.39,315.9,5437.52,2025-12-02 10:48:49,,,,
2024-04-05,WhatsApp,222,204,230.61,7780.0,300.31,965.46,373.98,6514.23,2025-12-02 10:48:49,,,,
2024-04-06,Website,185,166,538.85,25284.06,1038.95,441.18,1212.26,23803.93,2025-12-02 10:48:49,,,,
2024-04-06,Mobile App,57,46,490.72,26385.89,1873.37,1048.72,1225.63,23463.8,2025-12-02 10:48:49,,,,
2024-04-06,WhatsApp,208,156,371.64,19890.57,969.56,1341.41,946.05,17579.6,2025-12-02 10:48:49,,,,
2024-04-07,Website,132,88,743.93,38085.98,1181.6,1276.2,1845.22,35628.18,2025-12-02 10:48:49,,,,
2024-04-07,Mobile App,288,270,548.52,31169.16,1058.08,1096.18,1505.55,29014.9,2025-12-02 10:48:49,,,,
2024-04-07,WhatsApp,290,263,328.15,10182.28,494.48,632.08,484.39,9055.720000000001,2025-12-02 10:48:49,,,,
2024-04-08,Website,265,216,459.42,23582.0,2091.83,994.15,1074.51,20496.02,2025-12-02 10:48:49,,,,
2024-04-08,Mobile App,274,193,461.65,18976.35,426.94,944.96,927.47,17604.449999999997,2025-12-02 10:48:49,,,,
2024-04-08,WhatsApp,126,89,673.65,26233.6,531.33,420.82,1285.11,25281.449999999997,2025-12-02 10:48:49,,,,
2024-04-09,Website,289,215,608.14,21280.44,456.69,1166.23,1041.19,19657.519999999997,2025-12-02 10:48:49,,,,
2024-04-09,Mobile App,87,75,500.6,25788.29,2357.54,806.97,1171.54,22623.78,2025-12-02 10:48:49,,,,
2024-04-09,WhatsApp,200,160,699.07,25084.26,1539.88,1244.65,1177.22,22299.73,2025-12-02 10:48:49,,,,
2024-04-10,Website,125,91,623.0,19316.45,911.85,1206.54,920.23,17198.06,2025-12-02 10:48:49,,,,
2024-04-10,Mobile App,292,217,514.85,17483.05,351.93,1362.51,856.56,15768.609999999999,2025-12-02 10:48:49,,,,
2024-04-10,WhatsApp,79,73,239.8,8746.5,531.99,836.13,410.73,7378.38,2025-12-02 10:48:49,,,,
2024-04-11,Website,125,112,138.7,7690.49,563.83,1256.8,356.33,5869.86,2025-12-02 10:48:49,,,,
2024-04-11,Mobile App,67,59,394.01,23606.64,1216.58,924.54,1119.5,21465.52,2025-12-02 10:48:49,,,,
2024-04-11,WhatsApp,283,242,591.1,20267.75,1890.96,981.45,918.84,17395.34,2025-12-02 10:48:49,,,,
2024-04-12,Website,74,60,627.32,32925.82,1225.05,767.95,1585.04,30932.82,2025-12-02 10:48:49,,,,
2024-04-12,Mobile App,227,211,433.22,15013.39,1497.59,1187.21,675.79,12328.59,2025-12-02 10:48:49,,,,
2024-04-12,WhatsApp,201,177,650.37,25846.09,2574.25,1161.56,1163.59,22110.28,2025-12-02 10:48:49,,,,
2024-04-13,Website,171,112,775.23,32115.6,1268.13,1057.92,1542.37,29789.55,2025-12-02 10:48:49,,,,
2024-04-13,Mobile App,200,176,549.46,27836.4,785.31,1269.13,1352.55,25781.960000000003,2025-12-02 10:48:49,,,,
2024-04-13,WhatsApp,253,167,280.52,15133.99,1135.27,502.66,699.94,13496.06,2025-12-02 10:48:49,,,,
2024-04-14,Website,142,114,298.22,10840.28,1077.37,627.6,488.15,9135.310000000001,2025-12-02 10:48:49,,,,
2024-04-14,Mobile App,129,95,610.84,31514.84,1832.33,1012.24,1484.13,28670.27,2025-12-02 10:48:49,,,,
2024-04-14,WhatsApp,222,180,329.3,16681.96,868.98,1220.44,790.65,14592.539999999999,2025-12-02 10:48:49,,,,
2024-04-15,Website,246,179,322.58,18631.28,870.87,739.54,888.02,17020.87,2025-12-02 10:48:49,,,,
2024-04-15,Mobile App,254,184,612.99,33767.86,1401.24,1361.96,1618.33,31004.66,2025-12-02 10:48:49,,,,
2024-04-15,WhatsApp,211,156,310.95,13138.97,574.53,415.31,628.22,12149.13,2025-12-02 10:48:49,,,,
2024-04-16,Website,70,54,659.42,25117.39,1586.81,432.1,1176.53,23098.48,2025-12-02 10:48:49,,,,
2024-04-16,Mobile App,208,153,110.24,3759.73,267.13,690.41,174.63,2802.19,2025-12-02 10:48:49,,,,
2024-04-16,WhatsApp,120,95,180.3,9259.0,651.19,1060.08,430.39,7547.73,2025-12-02 10:48:49,,,,
2024-04-17,Website,94,85,613.06,32267.37,3118.27,690.67,1457.45,28458.43,2025-12-02 10:48:49,,,,
2024-04-17,Mobile App,269,229,182.16,6853.5,618.88,1059.08,311.73,5175.54,2025-12-02 10:48:49,,,,
2024-04-17,WhatsApp,97,82,494.54,18145.33,1047.55,527.63,854.89,16570.15,2025-12-02 10:48:49,,,,
2024-04-18,Website,119,105,351.31,19100.67,1111.41,1473.87,899.46,16515.39,2025-12-02 10:48:49,,,,
2024-04-18,Mobile App,235,160,275.32,14683.3,1362.04,1227.78,666.06,12093.48,2025-12-02 10:48:49,,,,
2024-04-18,WhatsApp,51,39,382.05,12219.11,331.04,371.56,594.4,11516.51,2025-12-02 10:48:49,,,,
2024-04-19,Website,113,90,100.97,5056.95,197.0,1243.1,243.0,3616.85,2025-12-02 10:48:49,,,,
2024-04-19,Mobile App,151,102,169.25,6992.93,576.79,1224.92,320.81,5191.22,2025-12-02 10:48:49,,,,
2024-04-19,WhatsApp,168,134,371.1,12641.3,1070.02,802.58,578.56,10768.699999999999,2025-12-02 10:48:49,,,,
2024-04-20,Website,300,232,644.43,37567.2,2160.6,772.16,1770.33,34634.439999999995,2025-12-02 10:48:49,,,,
2024-04-20,Mobile App,213,183,295.33,16509.38,1172.99,544.24,766.82,14792.150000000001,2025-12-02 10:48:49,,,,
2024-04-20,WhatsApp,83,77,136.31,7978.29,560.28,812.42,370.9,6605.59,2025-12-02 10:48:49,,,,
2024-04-21,Website,235,142,773.12,43693.73,888.71,1055.91,2140.25,41749.11,2025-12-02 10:48:49,,,,
2024-04-21,Mobile App,104,82,730.07,39110.96,3789.52,812.63,1766.07,34508.81,2025-12-02 10:48:49,,,,
2024-04-21,WhatsApp,62,40,581.91,26026.93,2514.84,901.05,1175.6,22611.04,2025-12-02 10:48:49,,,,
2024-04-22,Website,99,86,564.06,28284.55,2784.99,344.08,1274.98,25155.48,2025-12-02 10:48:49,,,,
2024-04-22,Mobile App,257,228,592.9,21010.96,1073.92,845.14,996.85,19091.899999999998,2025-12-02 10:48:49,,,,
2024-04-22,WhatsApp,94,69,562.97,27850.68,1395.39,1081.88,1322.76,25373.41,2025-12-02 10:48:49,,,,
2024-04-23,Website,99,82,113.78,6299.36,481.33,1395.85,290.9,4422.18,2025-12-02 10:48:49,,,,
2024-04-23,Mobile App,237,211,197.51,6422.04,527.81,1407.22,294.71,4487.01,2025-12-02 10:48:49,,,,
2024-04-23,WhatsApp,62,44,217.93,7295.91,547.36,926.08,337.43,5822.469999999999,2025-12-02 10:48:49,,,,
2024-04-24,Website,129,106,202.52,6631.69,612.66,428.39,300.95,5590.639999999999,2025-12-02 10:48:49,,,,
2024-04-24,Mobile App,105,66,173.02,8594.61,529.46,719.02,403.26,7346.130000000001,2025-12-02 10:48:49,,,,
2024-04-24,WhatsApp,100,66,525.43,26089.18,1062.37,657.06,1251.34,24369.75,2025-12-02 10:48:49,,,,
2024-04-25,Website,168,129,633.77,29554.0,1868.45,1110.87,1384.28,26574.68,2025-12-02 10:48:49,,,,
2024-04-25,Mobile App,52,46,408.72,13469.46,1334.9,304.13,606.73,11830.429999999998,2025-12-02 10:48:49,,,,
2024-04-25,WhatsApp,159,105,567.79,20582.25,489.04,949.12,1004.66,19144.09,2025-12-02 10:48:49,,,,
2024-04-26,Website,242,146,546.14,17076.0,798.76,1216.87,813.86,15060.37,2025-12-02 10:48:49,,,,
2024-04-26,Mobile App,131,118,310.17,10861.0,910.48,603.96,497.53,9346.56,2025-12-02 10:48:49,,,,
2024-04-26,WhatsApp,106,94,147.51,5784.67,201.52,1254.06,279.16,4329.09,2025-12-02 10:48:49,,,,
2024-04-27,Website,112,77,110.27,6164.25,394.35,790.05,288.5,4979.85,2025-12-02 10:48:49,,,,
2024-04-27,Mobile App,209,190,102.72,4790.64,120.56,999.59,233.5,3670.4900000000002,2025-12-02 10:48:49,,,,
2024-04-27,WhatsApp,224,144,423.64,24868.91,630.44,879.93,1211.92,23358.54,2025-12-02 10:48:49,,,,
2024-04-28,Website,262,213,769.96,39614.89,2580.16,494.39,1851.74,36540.34,2025-12-02 10:48:49,,,,
2024-04-28,Mobile App,167,124,358.26,16948.57,1037.02,1253.53,795.58,14658.02,2025-12-02 10:48:49,,,,
2024-04-28,WhatsApp,193,121,111.99,5280.72,272.81,1424.0,250.4,3583.9100000000003,2025-12-02 10:48:49,,,,
2024-04-29,Website,188,143,117.88,5502.8,124.68,1428.71,268.91,3949.41,2025-12-02 10:48:49,,,,
2024-04-29,Mobile App,119,99,616.8,25101.63,1886.3,829.65,1160.77,22385.68,2025-12-02 10:48:49,,,,
2024-04-29,WhatsApp,219,204,251.82,14354.92,1337.05,874.16,650.89,12143.71,2025-12-02 10:48:49,,,,
2024-04-30,Website,236,145,601.37,33873.55,2766.7,1204.1,1555.34,29902.750000000004,2025-12-02 10:48:49,,,,
2024-04-30,Mobile App,154,137,213.41,7580.04,546.47,1411.95,351.68,5621.62,2025-12-02 10:48:49,,,,
2024-04-30,WhatsApp,191,146,709.11,32545.07,1877.97,1421.96,1533.36,29245.14,2025-12-02 10:48:49,,,,
2024-05-01,Website,227,183,330.11,11703.48,795.92,1191.59,545.38,9715.97,2025-12-02 10:48:49,,,,
2024-05-01,Mobile App,241,178,385.5,12262.58,1146.74,323.41,555.79,10792.43,2025-12-02 10:48:49,,,,
2024-05-01,WhatsApp,176,123,537.56,24577.27,2163.17,1479.48,1120.7,20934.62,2025-12-02 10:48:49,,,,
2024-05-02,Website,249,224,425.91,18140.64,767.95,1095.91,868.63,16276.779999999999,2025-12-02 10:48:49,,,,
2024-05-02,Mobile App,169,136,319.7,12320.68,456.94,397.78,593.19,11465.960000000001,2025-12-02 10:48:49,,,,
2024-05-02,WhatsApp,101,63,648.5,34330.11,1864.72,1064.95,1623.27,31400.440000000002,2025-12-02 10:48:49,,,,
2024-05-03,Website,251,176,573.18,29045.15,2515.66,1128.76,1326.47,25400.730000000003,2025-12-02 10:48:49,,,,
2024-05-03,Mobile App,126,87,301.78,12908.82,836.26,1256.46,603.63,10816.099999999999,2025-12-02 10:48:49,,,,
2024-05-03,WhatsApp,215,157,660.96,34273.99,949.07,772.43,1666.25,32552.489999999998,2025-12-02 10:48:49,,,,
2024-05-04,Website,153,93,681.52,34930.1,2754.06,572.59,1608.8,31603.449999999997,2025-12-02 10:48:49,,,,
2024-05-04,Mobile App,221,174,752.44,24267.52,2189.33,760.26,1103.91,21317.93,2025-12-02 10:48:49,,,,
2024-05-04,WhatsApp,235,156,749.79,26589.66,2096.43,835.76,1224.66,23657.47,2025-12-02 10:48:49,,,,
2024-05-05,Website,252,176,261.25,12246.77,571.25,1318.09,583.78,10357.43,2025-12-02 10:48:49,,,,
2024-05-05,Mobile App,284,204,706.5,42214.58,3732.8,633.31,1924.09,37848.47,2025-12-02 10:48:49,,,,
2024-05-05,WhatsApp,98,78,352.15,19974.86,951.6,468.78,951.16,18554.48,2025-12-02 10:48:49,,,,
2024-05-06,Website,184,129,675.16,39455.05,2322.2,1178.0,1856.64,35954.850000000006,2025-12-02 10:48:49,,,,
2024-05-06,Mobile App,103,85,290.38,12156.91,314.22,658.55,592.13,11184.14,2025-12-02 10:48:49,,,,
2024-05-06,WhatsApp,291,274,375.27,14382.66,623.34,1331.02,687.97,12428.3,2025-12-02 10:48:49,,,,
2024-05-07,Website,239,219,676.76,36850.63,2318.03,1279.48,1726.63,33253.119999999995,2025-12-02 10:48:49,,,,
2024-05-07,Mobile App,193,133,142.59,7206.68,701.83,1238.32,325.24,5266.530000000001,2025-12-02 10:48:49,,,,
2024-05-07,WhatsApp,63,41,441.07,24277.63,730.33,887.67,1177.37,22659.63,2025-12-02 10:48:49,,,,
2024-05-08,Website,202,130,648.96,38182.43,919.56,1465.69,1863.14,35797.18,2025-12-02 10:48:49,,,,
2024-05-08,Mobile App,89,69,752.74,33113.06,1639.47,675.46,1573.68,30798.129999999997,2025-12-02 10:48:49,,,,
2024-05-08,WhatsApp,200,167,594.02,24589.77,2099.55,871.79,1124.51,21618.43,2025-12-02 10:48:49,,,,
2024-05-09,Website,240,199,584.39,20146.06,1978.28,721.02,908.39,17446.760000000002,2025-12-02 10:48:49,,,,
2024-05-09,Mobile App,196,134,566.28,33138.56,2774.39,827.32,1518.21,29536.85,2025-12-02 10:48:49,,,,
2024-05-09,WhatsApp,253,204,473.49,27540.43,1498.4,984.19,1302.1,25057.84,2025-12-02 10:48:49,,,,
2024-05-10,Website,283,210,151.19,6635.3,138.73,1110.72,324.83,5385.85,2025-12-02 10:48:49,,,,
2024-05-10,Mobile App,229,160,526.51,29630.86,2507.67,445.01,1356.16,26678.18,2025-12-02 10:48:49,,,,
2024-05-10,WhatsApp,187,172,291.7,9965.28,565.45,467.69,469.99,8932.140000000001,2025-12-02 10:48:49,,,,
2024-05-11,Website,142,92,303.65,13682.8,916.26,309.26,638.33,12457.279999999999,2025-12-02 10:48:49,,,,
2024-05-11,Mobile App,291,191,379.05,11589.66,363.96,1111.7,561.29,10114.0,2025-12-02 10:48:49,,,,
2024-05-11,WhatsApp,233,201,274.37,13559.92,903.23,520.32,632.83,12136.369999999999,2025-12-02 10:48:49,,,,
2024-05-12,Website,146,95,724.51,42999.71,3479.26,337.67,1976.02,39182.78,2025-12-02 10:48:49,,,,
2024-05-12,Mobile App,203,181,492.26,22343.8,1697.81,862.41,1032.3,19783.579999999998,2025-12-02 10:48:49,,,,
2024-05-12,WhatsApp,112,71,552.32,19520.85,938.31,465.69,929.13,18116.85,2025-12-02 10:48:49,,,,
2024-05-13,Website,198,130,417.03,23621.02,1266.02,713.17,1117.75,21641.83,2025-12-02 10:48:49,,,,
2024-05-13,Mobile App,149,108,429.29,18956.29,1676.62,582.38,863.98,16697.29,2025-12-02 10:48:49,,,,
2024-05-13,WhatsApp,145,120,173.04,8637.81,535.6,326.74,405.11,7775.469999999999,2025-12-02 10:48:49,,,,
2024-05-14,Website,220,138,646.14,28434.87,1245.77,919.39,1359.45,26269.71,2025-12-02 10:48:49,,,,
2024-05-14,Mobile App,123,112,679.28,21852.51,1331.9,871.51,1026.03,19649.1,2025-12-02 10:48:49,,,,
2024-05-14,WhatsApp,232,150,411.69,24341.04,1436.56,899.63,1145.22,22004.850000000002,2025-12-02 10:48:49,,,,
2024-05-15,Website,145,136,176.95,8365.38,353.24,1327.77,400.61,6684.369999999999,2025-12-02 10:48:49,,,,
2024-05-15,Mobile App,84,71,743.36,43702.8,3959.08,1466.04,1987.19,38277.68,2025-12-02 10:48:49,,,,
2024-05-15,WhatsApp,275,250,417.58,14614.27,774.8,1098.06,691.97,12741.41,2025-12-02 10:48:49,,,,
2024-05-16,Website,287,188,562.1,29156.82,2785.08,1398.98,1318.59,24972.760000000002,2025-12-02 10:48:49,,,,
2024-05-16,Mobile App,254,235,231.68,13848.57,1027.5,657.84,641.05,12163.23,2025-12-02 10:48:49,,,,
2024-05-16,WhatsApp,100,67,222.69,11523.35,657.97,664.29,543.27,10201.09,2025-12-02 10:48:49,,,,
2024-05-17,Website,217,159,481.77,22854.95,488.37,920.61,1118.33,21445.97,2025-12-02 10:48:49,,,,
2024-05-17,Mobile App,116,101,203.49,10114.31,555.56,682.04,477.94,8876.71,2025-12-02 10:48:49,,,,
2024-05-17,WhatsApp,294,226,493.09,19746.1,626.24,1168.98,955.99,17950.879999999997,2025-12-02 10:48:49,,,,
2024-05-18,Website,139,110,184.34,9286.1,335.7,921.02,447.52,8029.38,2025-12-02 10:48:49,,,,
2024-05-18,Mobile App,204,182,143.81,7341.64,523.81,302.92,340.89,6514.91,2025-12-02 10:48:49,,,,
2024-05-18,WhatsApp,158,123,601.41,28555.52,2146.5,489.95,1320.45,25919.07,2025-12-02 10:48:49,,,,
2024-05-19,Website,269,238,133.12,5453.64,527.28,863.27,246.32,4063.09,2025-12-02 10:48:49,,,,
2024-05-19,Mobile App,207,140,740.92,26266.13,1481.51,670.48,1239.23,24114.14,2025-12-02 10:48:49,,,,
2024-05-19,WhatsApp,139,106,768.13,41942.74,3986.15,1298.86,1897.83,36657.729999999996,2025-12-02 10:48:49,,,,
2024-05-20,Website,53,42,192.18,10557.88,1005.88,803.04,477.6,8748.96,2025-12-02 10:48:49,,,,
2024-05-20,Mobile App,293,220,644.85,21002.35,1231.37,399.03,988.55,19371.949999999997,2025-12-02 10:48:49,,,,
2024-05-20,WhatsApp,193,142,418.74,15964.13,1339.88,1138.06,731.21,13486.189999999999,2025-12-02 10:48:49,,,,
2024-05-21,Website,60,51,241.25,7560.08,154.11,1010.96,370.3,6395.01,2025-12-02 10:48:49,,,,
2024-05-21,Mobile App,118,96,240.86,7962.91,172.66,318.86,389.51,7471.389999999999,2025-12-02 10:48:49,,,,
2024-05-21,WhatsApp,283,231,708.25,27635.31,1353.74,735.39,1314.08,25546.18,2025-12-02 10:48:49,,,,
2024-05-22,Website,176,115,778.75,39685.57,2026.77,616.87,1882.94,37041.93,2025-12-02 10:48:49,,,,
2024-05-22,Mobile App,107,87,112.08,4197.76,303.53,507.46,194.71,3386.7700000000004,2025-12-02 10:48:49,,,,
2024-05-22,WhatsApp,297,242,188.28,8934.09,224.43,1220.45,435.48,7489.21,2025-12-02 10:48:49,,,,
2024-05-23,Website,109,80,337.27,14284.91,402.18,986.49,694.14,12896.24,2025-12-02 10:48:49,,,,
2024-05-23,Mobile App,195,180,521.58,29683.24,930.41,659.09,1437.64,28093.74,2025-12-02 10:48:49,,,,
2024-05-23,WhatsApp,226,160,313.16,13831.21,993.61,466.73,641.88,12370.869999999999,2025-12-02 10:48:49,,,,
2024-05-24,Website,95,73,592.38,25876.19,1845.35,333.48,1201.54,23697.36,2025-12-02 10:48:49,,,,
2024-05-24,Mobile App,53,49,558.55,18306.58,1288.43,416.24,850.91,16601.910000000003,2025-12-02 10:48:49,,,,
2024-05-24,WhatsApp,110,87,259.31,9629.66,678.29,1478.17,447.57,7473.2,2025-12-02 10:48:49,,,,
2024-05-25,Website,64,38,462.17,17242.31,1552.77,1223.82,784.48,14465.720000000001,2025-12-02 10:48:49,,,,
2024-05-25,Mobile App,295,208,601.82,32931.75,2660.4,1176.34,1513.57,29095.010000000002,2025-12-02 10:48:49,,,,
2024-05-25,WhatsApp,183,168,677.05,34754.12,2130.4,577.43,1631.19,32046.29,2025-12-02 10:48:49,,,,
2024-05-26,Website,286,177,570.74,25645.47,2563.68,593.69,1154.09,22488.100000000002,2025-12-02 10:48:49,,,,
2024-05-26,Mobile App,141,98,667.59,32149.51,2513.55,1207.09,1481.8,28428.87,2025-12-02 10:48:49,,,,
2024-05-26,WhatsApp,84,59,365.21,20092.66,815.58,746.17,963.85,18530.91,2025-12-02 10:48:49,,,,
2024-05-27,Website,76,60,330.66,15791.26,844.32,929.89,747.35,14017.05,2025-12-02 10:48:49,,,,
2024-05-27,Mobile App,279,195,513.6,22618.15,1628.81,848.47,1049.47,20140.870000000003,2025-12-02 10:48:49,,,,
