date,store_id,total_bills,total_qty_kg,gross_sales,discount_amount,tax_amount,net_sales,created_at,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2024-03-19,STORE_AHD_001,98,126.6,2897.0,129.89,138.36,2767.11,2025-12-02 10:42:54,,,,
2024-03-19,STORE_SUR_002,59,152.18,5422.25,111.7,265.53,5310.55,2025-12-02 10:42:54,,,,
2024-03-19,STORE_VDR_003,119,417.86,13788.01,607.65,659.02,13180.36,2025-12-02 10:42:54,,,,
2024-03-20,STORE_AHD_001,149,409.97,12574.78,605.67,598.46,11969.11,2025-12-02 10:42:54,,,,
2024-03-20,STORE_SUR_002,120,429.05,15097.43,677.8,720.98,14419.630000000001,2025-12-02 10:42:54,,,,
2024-03-20,STORE_VDR_003,44,385.51,9520.33,355.83,458.23,9164.5,2025-12-02 10:42:54,,,,
2024-03-21,STORE_AHD_001,76,548.89,19175.65,524.62,932.55,18651.030000000002,2025-12-02 10:42:54,,,,
2024-03-21,STORE_SUR_002,52,446.96,15231.42,213.55,750.89,15017.87,2025-12-02 10:42:54,,,,
2024-03-21,STORE_VDR_003,61,418.42,15928.61,188.59,787.0,15740.02,2025-12-02 10:42:54,,,,
2024-03-22,STORE_AHD_001,141,144.13,3915.91,106.62,190.46,3809.29,2025-12-02 10:42:54,,,,
2024-03-22,STORE_SUR_002,71,348.4,10911.39,455.01,522.82,10456.38,2025-12-02 10:42:54,,,,
2024-03-22,STORE_VDR_003,61,195.28,6286.03,159.05,306.35,6126.98,2025-12-02 10:42:54,,,,
2024-03-23,STORE_AHD_001,127,223.56,8552.64,134.49,420.91,8418.15,2025-12-02 10:42:54,,,,
2024-03-23,STORE_SUR_002,99,394.3,11510.17,422.12,554.4,11088.05,2025-12-02 10:42:54,,,,
2024-03-23,STORE_VDR_003,142,320.06,8242.39,262.63,398.99,7979.759999999999,2025-12-02 10:42:54,,,,
2024-03-24,STORE_AHD_001,49,309.94,8340.89,279.44,403.07,8061.45,2025-12-02 10:42:54,,,,
2024-03-24,STORE_SUR_002,121,533.67,18041.39,510.09,876.57,17531.3,2025-12-02 10:42:54,,,,
2024-03-24,STORE_VDR_003,78,205.66,5695.52,167.04,276.42,5528.4800000000005,2025-12-02 10:42:54,,,,
2024-03-25,STORE_AHD_001,70,283.99,7718.62,168.54,377.5,7550.08,2025-12-02 10:42:54,,,,
2024-03-25,STORE_SUR_002,129,246.95,9769.07,354.9,470.71,9414.17,2025-12-02 10:42:54,,,,
2024-03-25,STORE_VDR_003,75,123.48,4605.97,189.45,220.83,4416.52,2025-12-02 10:42:54,,,,
2024-03-26,STORE_AHD_001,46,511.57,17855.55,773.39,854.11,17082.16,2025-12-02 10:42:54,,,,
2024-03-26,STORE_SUR_002,76,453.57,11158.9,469.54,534.47,10689.359999999999,2025-12-02 10:42:54,,,,
2024-03-26,STORE_VDR_003,68,393.75,12764.52,473.7,614.54,12290.82,2025-12-02 10:42:54,,,,
2024-03-27,STORE_AHD_001,132,450.01,15128.03,234.05,744.7,14893.980000000001,2025-12-02 10:42:54,,,,
2024-03-27,STORE_SUR_002,52,508.46,16741.97,374.31,818.38,16367.660000000002,2025-12-02 10:42:54,,,,
2024-03-27,STORE_VDR_003,96,134.35,3667.38,55.95,180.57,3611.4300000000003,2025-12-02 10:42:54,,,,
2024-03-28,STORE_AHD_001,77,260.49,7374.49,132.98,362.08,7241.51,2025-12-02 10:42:54,,,,
2024-03-28,STORE_SUR_002,140,351.95,13877.32,433.45,672.19,13443.869999999999,2025-12-02 10:42:54,,,,
2024-03-28,STORE_VDR_003,74,477.1,11994.01,515.59,573.92,11478.42,2025-12-02 10:42:54,,,,
2024-03-29,STORE_AHD_001,101,535.98,13883.4,622.2,663.06,13261.199999999999,2025-12-02 10:42:54,,,,
2024-03-29,STORE_SUR_002,142,169.52,6654.99,104.02,327.55,6550.969999999999,2025-12-02 10:42:54,,,,
2024-03-29,STORE_VDR_003,68,489.86,16892.5,831.07,803.07,16061.43,2025-12-02 10:42:54,,,,
2024-03-30,STORE_AHD_001,148,465.97,12728.2,529.84,609.92,12198.36,2025-12-02 10:42:54,,,,
2024-03-30,STORE_SUR_002,41,233.72,5252.1,129.95,256.11,5122.150000000001,2025-12-02 10:42:54,,,,
2024-03-30,STORE_VDR_003,135,409.11,12965.19,556.16,620.45,12409.03,2025-12-02 10:42:54,,,,
2024-03-31,STORE_AHD_001,87,166.59,4110.85,45.22,203.28,4065.6300000000006,2025-12-02 10:42:54,,,,
2024-03-31,STORE_SUR_002,111,261.04,8405.92,301.82,405.21,8104.1,2025-12-02 10:42:54,,,,
2024-03-31,STORE_VDR_003,121,474.26,18110.92,400.03,885.54,17710.89,2025-12-02 10:42:54,,,,
2024-04-01,STORE_AHD_001,92,170.17,3557.73,40.87,175.84,3516.86,2025-12-02 10:42:54,,,,
2024-04-01,STORE_SUR_002,103,169.93,4196.59,132.2,203.22,4064.3900000000003,2025-12-02 10:42:54,,,,
2024-04-01,STORE_VDR_003,89,315.07,10526.4,418.17,505.41,10108.23,2025-12-02 10:42:54,,,,
2024-04-02,STORE_AHD_001,109,300.22,10461.28,169.27,514.6,10292.01,2025-12-02 10:42:54,,,,
2024-04-02,STORE_SUR_002,93,401.62,14728.96,510.01,710.95,14218.949999999999,2025-12-02 10:42:54,,,,
2024-04-02,STORE_VDR_003,75,134.07,3674.94,101.93,178.65,3573.01,2025-12-02 10:42:54,,,,
2024-04-03,STORE_AHD_001,70,487.84,10726.18,401.45,516.24,10324.73,2025-12-02 10:42:54,,,,
2024-04-03,STORE_SUR_002,109,507.73,16702.56,207.48,824.75,16495.08,2025-12-02 10:42:54,,,,
2024-04-03,STORE_VDR_003,75,201.62,4525.0,198.74,216.31,4326.26,2025-12-02 10:42:54,,,,
2024-04-04,STORE_AHD_001,98,159.42,3864.68,137.5,186.36,3727.18,2025-12-02 10:42:54,,,,
2024-04-04,STORE_SUR_002,42,141.75,3780.5,187.33,179.66,3593.17,2025-12-02 10:42:54,,,,
2024-04-04,STORE_VDR_003,140,362.77,7753.19,314.83,371.92,7438.36,2025-12-02 10:42:54,,,,
2024-04-05,STORE_AHD_001,66,372.14,13494.19,260.71,661.67,13233.480000000001,2025-12-02 10:42:54,,,,
2024-04-05,STORE_SUR_002,139,183.45,6973.05,70.52,345.13,6902.53,2025-12-02 10:42:54,,,,
2024-04-05,STORE_VDR_003,149,543.13,21589.71,682.42,1045.36,20907.29,2025-12-02 10:42:54,,,,
2024-04-06,STORE_AHD_001,142,195.03,6479.12,71.47,320.38,6407.65,2025-12-02 10:42:54,,,,
2024-04-06,STORE_SUR_002,41,274.04,9802.04,328.9,473.66,9473.140000000001,2025-12-02 10:42:54,,,,
2024-04-06,STORE_VDR_003,42,194.93,4102.88,162.76,197.01,3940.12,2025-12-02 10:42:54,,,,
2024-04-07,STORE_AHD_001,107,168.87,3592.06,100.33,174.59,3491.73,2025-12-02 10:42:54,,,,
2024-04-07,STORE_SUR_002,86,340.69,7556.87,227.87,366.45,7329.0,2025-12-02 10:42:54,,,,
2024-04-07,STORE_VDR_003,118,138.65,4944.89,220.93,236.2,4723.96,2025-12-02 10:42:54,,,,
2024-04-08,STORE_AHD_001,106,249.7,8206.84,92.29,405.73,8114.55,2025-12-02 10:42:54,,,,
2024-04-08,STORE_SUR_002,101,484.34,13816.03,197.82,680.91,13618.210000000001,2025-12-02 10:42:54,,,,
2024-04-08,STORE_VDR_003,131,511.17,10974.72,145.21,541.48,10829.51,2025-12-02 10:42:54,,,,
2024-04-09,STORE_AHD_001,117,183.78,4139.43,144.77,199.73,3994.6600000000003,2025-12-02 10:42:54,,,,
2024-04-09,STORE_SUR_002,114,355.79,9429.75,469.46,448.01,8960.29,2025-12-02 10:42:54,,,,
2024-04-09,STORE_VDR_003,107,246.81,7431.7,202.2,361.48,7229.5,2025-12-02 10:42:54,,,,
2024-04-10,STORE_AHD_001,141,421.77,15629.05,563.22,753.29,15065.83,2025-12-02 10:42:54,,,,
2024-04-10,STORE_SUR_002,138,357.07,13322.23,362.4,647.99,12959.83,2025-12-02 10:42:54,,,,
2024-04-10,STORE_VDR_003,69,297.94,10889.23,282.57,530.33,10606.66,2025-12-02 10:42:54,,,,
2024-04-11,STORE_AHD_001,133,160.89,4591.04,168.05,221.15,4422.99,2025-12-02 10:42:54,,,,
2024-04-11,STORE_SUR_002,87,530.04,17881.65,518.04,868.18,17363.61,2025-12-02 10:42:54,,,,
2024-04-11,STORE_VDR_003,51,477.66,10443.85,144.78,514.95,10299.07,2025-12-02 10:42:54,,,,
2024-04-12,STORE_AHD_001,134,280.24,6334.07,78.54,312.78,6255.53,2025-12-02 10:42:54,,,,
2024-04-12,STORE_SUR_002,111,361.52,12074.86,319.17,587.78,11755.69,2025-12-02 10:42:54,,,,
2024-04-12,STORE_VDR_003,125,524.69,14932.01,696.34,711.78,14235.67,2025-12-02 10:42:54,,,,
2024-04-13,STORE_AHD_001,46,536.41,17169.52,413.2,837.82,16756.32,2025-12-02 10:42:54,,,,
2024-04-13,STORE_SUR_002,113,338.19,7810.36,228.75,379.08,7581.61,2025-12-02 10:42:54,,,,
2024-04-13,STORE_VDR_003,148,166.53,6146.2,151.83,299.72,5994.37,2025-12-02 10:42:54,,,,
2024-04-14,STORE_AHD_001,137,239.78,5880.17,159.73,286.02,5720.4400000000005,2025-12-02 10:42:54,,,,
2024-04-14,STORE_SUR_002,111,539.06,19604.82,677.21,946.38,18927.61,2025-12-02 10:42:54,,,,
2024-04-14,STORE_VDR_003,122,359.4,11565.46,419.98,557.27,11145.48,2025-12-02 10:42:54,,,,
2024-04-15,STORE_AHD_001,128,235.0,5547.96,211.42,266.83,5336.54,2025-12-02 10:42:54,,,,
2024-04-15,STORE_SUR_002,79,516.26,13949.59,240.72,685.44,13708.87,2025-12-02 10:42:54,,,,
2024-04-15,STORE_VDR_003,58,363.52,10184.26,159.64,501.23,10024.62,2025-12-02 10:42:54,,,,
2024-04-16,STORE_AHD_001,121,537.88,11744.69,366.66,568.9,11378.03,2025-12-02 10:42:54,,,,
2024-04-16,STORE_SUR_002,88,300.53,8059.59,199.89,392.99,7859.7,2025-12-02 10:42:54,,,,
2024-04-16,STORE_VDR_003,132,259.48,10075.13,341.03,486.7,9734.099999999999,2025-12-02 10:42:54,,,,
2024-04-17,STORE_AHD_001,46,186.9,6558.08,78.63,323.97,6479.45,2025-12-02 10:42:54,,,,
2024-04-17,STORE_SUR_002,50,237.0,7877.59,231.81,382.29,7645.78,2025-12-02 10:42:54,,,,
2024-04-17,STORE_VDR_003,96,298.1,7247.22,221.0,351.31,7026.22,2025-12-02 10:42:54,,,,
2024-04-18,STORE_AHD_001,84,304.86,7824.21,290.59,376.68,7533.62,2025-12-02 10:42:54,,,,
2024-04-18,STORE_SUR_002,102,346.58,9069.44,170.69,444.94,8898.75,2025-12-02 10:42:54,,,,
2024-04-18,STORE_VDR_003,116,143.56,3458.14,165.34,164.64,3292.7999999999997,2025-12-02 10:42:54,,,,
2024-04-19,STORE_AHD_001,138,179.01,4495.01,103.95,219.55,4391.06,2025-12-02 10:42:54,,,,
2024-04-19,STORE_SUR_002,40,333.88,9553.34,144.9,470.42,9408.44,2025-12-02 10:42:54,,,,
2024-04-19,STORE_VDR_003,108,422.58,12679.62,549.46,606.51,12130.16,2025-12-02 10:42:54,,,,
2024-04-20,STORE_AHD_001,143,272.29,7608.17,301.9,365.31,7306.27,2025-12-02 10:42:54,,,,
2024-04-20,STORE_SUR_002,95,128.06,4920.48,218.88,235.08,4701.599999999999,2025-12-02 10:42:54,,,,
2024-04-20,STORE_VDR_003,113,304.59,8555.46,304.62,412.54,8250.839999999998,2025-12-02 10:42:54,,,,
2024-04-21,STORE_AHD_001,77,169.52,3461.11,79.57,169.08,3381.54,2025-12-02 10:42:54,,,,
2024-04-21,STORE_SUR_002,142,527.47,15403.15,578.92,741.21,14824.23,2025-12-02 10:42:54,,,,
2024-04-21,STORE_VDR_003,86,157.9,5824.88,114.94,285.5,5709.9400000000005,2025-12-02 10:42:54,,,,
2024-04-22,STORE_AHD_001,115,292.19,6303.4,282.52,301.04,6020.879999999999,2025-12-02 10:42:54,,,,
2024-04-22,STORE_SUR_002,135,265.99,7091.66,118.61,348.65,6973.05,2025-12-02 10:42:54,,,,
2024-04-22,STORE_VDR_003,105,392.29,12008.82,213.23,589.78,11795.59,2025-12-02 10:42:54,,,,
2024-04-23,STORE_AHD_001,139,270.23,9335.79,399.18,446.83,8936.61,2025-12-02 10:42:54,,,,
2024-04-23,STORE_SUR_002,144,183.51,4047.51,81.92,198.28,3965.59,2025-12-02 10:42:54,,,,
2024-04-23,STORE_VDR_003,62,379.03,13343.49,483.31,643.01,12860.18,2025-12-02 10:42:54,,,,
2024-04-24,STORE_AHD_001,62,529.06,17225.65,491.93,836.69,16733.72,2025-12-02 10:42:54,,,,
2024-04-24,STORE_SUR_002,112,446.75,12945.97,608.02,616.9,12337.949999999999,2025-12-02 10:42:54,,,,
2024-04-24,STORE_VDR_003,112,396.49,15752.8,361.19,769.58,15391.609999999999,2025-12-02 10:42:54,,,,
2024-04-25,STORE_AHD_001,120,255.94,7369.86,211.93,357.9,7157.929999999999,2025-12-02 10:42:54,,,,
2024-04-25,STORE_SUR_002,120,250.21,6378.72,78.12,315.03,6300.6,2025-12-02 10:42:54,,,,
2024-04-25,STORE_VDR_003,104,151.9,4440.77,51.09,219.48,4389.68,2025-12-02 10:42:54,,,,
2024-04-26,STORE_AHD_001,87,477.63,10285.58,458.43,491.36,9827.15,2025-12-02 10:42:54,,,,
2024-04-26,STORE_SUR_002,149,158.83,5063.75,128.51,246.76,4935.24,2025-12-02 10:42:54,,,,
2024-04-26,STORE_VDR_003,114,358.36,12842.32,588.63,612.68,12253.69,2025-12-02 10:42:54,,,,
2024-04-27,STORE_AHD_001,97,510.89,16058.87,281.51,788.87,15777.36,2025-12-02 10:42:54,,,,
2024-04-27,STORE_SUR_002,117,324.52,7469.55,93.18,368.82,7376.37,2025-12-02 10:42:54,,,,
2024-04-27,STORE_VDR_003,53,468.72,17224.31,849.08,818.76,16375.230000000001,2025-12-02 10:42:54,,,,
2024-04-28,STORE_AHD_001,50,336.96,7902.11,157.33,387.24,7744.78,2025-12-02 10:42:54,,,,
2024-04-28,STORE_SUR_002,96,546.12,16646.49,572.51,803.7,16073.980000000001,2025-12-02 10:42:54,,,,
2024-04-28,STORE_VDR_003,86,280.33,7192.67,189.53,350.16,7003.14,2025-12-02 10:42:54,,,,
2024-04-29,STORE_AHD_001,83,411.93,8670.02,305.49,418.23,8364.53,2025-12-02 10:42:54,,,,
2024-04-29,STORE_SUR_002,82,148.34,3247.18,120.58,156.33,3126.6,2025-12-02 10:42:54,,,,
2024-04-29,STORE_VDR_003,76,228.36,8456.47,410.78,402.28,8045.69,2025-12-02 10:42:54,,,,
2024-04-30,STORE_AHD_001,117,495.51,13213.88,440.15,638.69,12773.73,2025-12-02 10:42:54,,,,
2024-04-30,STORE_SUR_002,58,514.2,13474.42,488.34,649.3,12986.08,2025-12-02 10:42:54,,,,
2024-04-30,STORE_VDR_003,124,288.54,9204.66,437.41,438.36,8767.25,2025-12-02 10:42:54,,,,
2024-05-01,STORE_AHD_001,79,360.34,11844.33,274.07,578.51,11570.26,2025-12-02 10:42:54,,,,
2024-05-01,STORE_SUR_002,56,408.15,14929.79,590.49,716.97,14339.300000000001,2025-12-02 10:42:54,,,,
2024-05-01,STORE_VDR_003,127,512.35,11204.61,412.53,539.6,10792.08,2025-12-02 10:42:54,,,,
2024-05-02,STORE_AHD_001,105,275.59,7510.37,129.26,369.06,7381.11,2025-12-02 10:42:54,,,,
2024-05-02,STORE_SUR_002,67,266.94,9429.15,166.71,463.12,9262.44,2025-12-02 10:42:54,,,,
2024-05-02,STORE_VDR_003,57,186.63,4836.67,200.84,231.79,4635.83,2025-12-02 10:42:54,,,,
2024-05-03,STORE_AHD_001,104,451.48,16570.4,751.42,790.95,15818.980000000001,2025-12-02 10:42:54,,,,
2024-05-03,STORE_SUR_002,44,404.63,15184.9,527.24,732.88,14657.66,2025-12-02 10:42:54,,,,
2024-05-03,STORE_VDR_003,116,281.99,6554.84,283.52,313.57,6271.32,2025-12-02 10:42:54,,,,
2024-05-04,STORE_AHD_001,138,388.64,14788.96,574.51,710.72,14214.449999999999,2025-12-02 10:42:54,,,,
2024-05-04,STORE_SUR_002,45,296.67,9946.53,193.97,487.63,9752.560000000001,2025-12-02 10:42:54,,,,
2024-05-04,STORE_VDR_003,96,382.56,13407.9,554.44,642.67,12853.46,2025-12-02 10:42:54,,,,
2024-05-05,STORE_AHD_001,69,349.62,9156.32,387.72,438.43,8768.6,2025-12-02 10:42:54,,,,
2024-05-05,STORE_SUR_002,100,508.71,12148.16,451.09,584.85,11697.07,2025-12-02 10:42:54,,,,
2024-05-05,STORE_VDR_003,113,543.31,15882.91,337.84,777.25,15545.07,2025-12-02 10:42:54,,,,
2024-05-06,STORE_AHD_001,88,336.25,9540.49,157.25,469.16,9383.24,2025-12-02 10:42:54,,,,
2024-05-06,STORE_SUR_002,65,464.54,10576.63,211.53,518.25,10365.099999999999,2025-12-02 10:42:54,,,,
2024-05-06,STORE_VDR_003,122,326.65,8958.13,424.36,426.69,8533.769999999999,2025-12-02 10:42:54,,,,
2024-05-07,STORE_AHD_001,131,483.73,17909.29,383.3,876.3,17525.99,2025-12-02 10:42:54,,,,
2024-05-07,STORE_SUR_002,137,188.93,5476.4,167.22,265.46,5309.179999999999,2025-12-02 10:42:54,,,,
2024-05-07,STORE_VDR_003,146,308.11,11994.19,226.47,588.39,11767.720000000001,2025-12-02 10:42:54,,,,
2024-05-08,STORE_AHD_001,97,500.39,19319.78,513.83,940.3,18805.949999999997,2025-12-02 10:42:54,,,,
2024-05-08,STORE_SUR_002,90,335.86,8300.97,413.23,394.39,7887.74,2025-12-02 10:42:54,,,,
2024-05-08,STORE_VDR_003,87,216.55,5711.22,79.75,281.57,5631.47,2025-12-02 10:42:54,,,,
2024-05-09,STORE_AHD_001,131,399.48,14312.41,221.9,704.53,14090.51,2025-12-02 10:42:54,,,,
2024-05-09,STORE_SUR_002,76,514.48,15150.97,655.19,724.79,14495.779999999999,2025-12-02 10:42:54,,,,
2024-05-09,STORE_VDR_003,137,423.38,12266.18,125.24,607.05,12140.94,2025-12-02 10:42:54,,,,
2024-05-10,STORE_AHD_001,50,128.17,3116.21,49.8,153.32,3066.41,2025-12-02 10:42:54,,,,
2024-05-10,STORE_SUR_002,133,381.82,10868.54,446.12,521.12,10422.42,2025-12-02 10:42:54,,,,
2024-05-10,STORE_VDR_003,70,249.5,5228.27,140.08,254.41,5088.1900000000005,2025-12-02 10:42:54,,,,
2024-05-11,STORE_AHD_001,141,387.81,8243.34,358.32,394.25,7885.02,2025-12-02 10:42:54,,,,
2024-05-11,STORE_SUR_002,103,376.6,7655.79,234.38,371.07,7421.41,2025-12-02 10:42:54,,,,
2024-05-11,STORE_VDR_003,70,428.97,11078.34,111.48,548.34,10966.86,2025-12-02 10:42:54,,,,
2024-05-12,STORE_AHD_001,85,223.44,6330.36,231.53,304.94,6098.83,2025-12-02 10:42:54,,,,
2024-05-12,STORE_SUR_002,50,345.1,9390.89,452.04,446.94,8938.849999999999,2025-12-02 10:42:54,,,,
2024-05-12,STORE_VDR_003,109,338.15,13447.09,432.54,650.73,13014.55,2025-12-02 10:42:54,,,,
2024-05-13,STORE_AHD_001,89,495.53,10342.05,263.47,503.93,10078.58,2025-12-02 10:42:54,,,,
2024-05-13,STORE_SUR_002,87,229.07,4655.81,193.41,223.12,4462.400000000001,2025-12-02 10:42:54,,,,
2024-05-13,STORE_VDR_003,84,223.68,7413.22,104.87,365.42,7308.35,2025-12-02 10:42:54,,,,
2024-05-14,STORE_AHD_001,114,436.13,11623.03,136.84,574.31,11486.19,2025-12-02 10:42:54,,,,
2024-05-14,STORE_SUR_002,109,265.58,8725.87,377.09,417.44,8348.78,2025-12-02 10:42:54,,,,
2024-05-14,STORE_VDR_003,127,319.79,10843.37,382.44,523.05,10460.93,2025-12-02 10:42:54,,,,
2024-05-15,STORE_AHD_001,143,177.99,6108.78,291.66,290.86,5817.12,2025-12-02 10:42:54,,,,
2024-05-15,STORE_SUR_002,44,246.18,5139.28,92.4,252.34,5046.88,2025-12-02 10:42:54,,,,
2024-05-15,STORE_VDR_003,45,255.71,6699.99,173.72,326.31,6526.2699999999995,2025-12-02 10:42:54,,,,
2024-05-16,STORE_AHD_001,144,353.5,8860.93,355.6,425.27,8505.33,2025-12-02 10:42:54,,,,
2024-05-16,STORE_SUR_002,64,243.03,9051.11,107.82,447.16,8943.29,2025-12-02 10:42:54,,,,
2024-05-16,STORE_VDR_003,123,262.73,5908.67,146.07,288.13,5762.6,2025-12-02 10:42:54,,,,
2024-05-17,STORE_AHD_001,91,439.62,16658.41,424.22,811.71,16234.19,2025-12-02 10:42:54,,,,
2024-05-17,STORE_SUR_002,63,333.37,9984.59,469.0,475.78,9515.59,2025-12-02 10:42:54,,,,
2024-05-17,STORE_VDR_003,106,234.69,5081.56,137.1,247.22,4944.46,2025-12-02 10:42:54,,,,
2024-05-18,STORE_AHD_001,95,379.05,13815.17,439.58,668.78,13375.59,2025-12-02 10:42:54,,,,
2024-05-18,STORE_SUR_002,81,164.12,4358.76,95.13,213.18,4263.63,2025-12-02 10:42:54,,,,
2024-05-18,STORE_VDR_003,97,379.13,10813.67,406.49,520.36,10407.18,2025-12-02 10:42:54,,,,
2024-05-19,STORE_AHD_001,84,312.27,10784.65,501.1,514.18,10283.55,2025-12-02 10:42:54,,,,
2024-05-19,STORE_SUR_002,118,549.2,13999.72,688.8,665.55,13310.92,2025-12-02 10:42:54,,,,
2024-05-19,STORE_VDR_003,47,152.27,4986.88,122.34,243.23,4864.54,2025-12-02 10:42:54,,,,
2024-05-20,STORE_AHD_001,142,442.46,10264.95,115.44,507.48,10149.51,2025-12-02 10:42:54,,,,
2024-05-20,STORE_SUR_002,148,381.26,13582.86,154.74,671.41,13428.12,2025-12-02 10:42:54,,,,
2024-05-20,STORE_VDR_003,48,221.48,7287.41,178.44,355.45,7108.97,2025-12-02 10:42:54,,,,
2024-05-21,STORE_AHD_001,112,133.93,3089.6,86.5,150.16,3003.1,2025-12-02 10:42:54,,,,
2024-05-21,STORE_SUR_002,87,279.97,9872.22,325.36,477.34,9546.859999999999,2025-12-02 10:42:54,,,,
2024-05-21,STORE_VDR_003,107,277.79,7302.46,154.43,357.4,7148.03,2025-12-02 10:42:54,,,,
2024-05-22,STORE_AHD_001,54,131.14,3110.77,95.53,150.76,3015.24,2025-12-02 10:42:54,,,,
2024-05-22,STORE_SUR_002,111,170.64,6057.6,231.17,291.32,5826.43,2025-12-02 10:42:54,,,,
2024-05-22,STORE_VDR_003,67,548.44,14101.24,657.95,672.16,13443.289999999999,2025-12-02 10:42:54,,,,
2024-05-23,STORE_AHD_001,102,206.08,4681.02,60.68,231.02,4620.34,2025-12-02 10:42:54,,,,
2024-05-23,STORE_SUR_002,62,506.43,14636.95,197.77,721.96,14439.18,2025-12-02 10:42:54,,,,
2024-05-23,STORE_VDR_003,127,536.05,21298.07,781.93,1025.81,20516.14,2025-12-02 10:42:54,,,,
2024-05-24,STORE_AHD_001,130,147.92,4562.36,208.29,217.7,4354.07,2025-12-02 10:42:54,,,,
2024-05-24,STORE_SUR_002,148,187.73,6418.73,243.97,308.74,6174.759999999999,2025-12-02 10:42:54,,,,
2024-05-24,STORE_VDR_003,62,461.29,13919.48,206.77,685.64,13712.71,2025-12-02 10:42:54,,,,
2024-05-25,STORE_AHD_001,65,460.59,11392.57,339.05,552.68,11053.52,2025-12-02 10:42:54,,,,
2024-05-25,STORE_SUR_002,86,358.23,9807.7,413.36,469.72,9394.34,2025-12-02 10:42:54,,,,
2024-05-25,STORE_VDR_003,110,175.8,6625.01,83.67,327.07,6541.34,2025-12-02 10:42:54,,,,
2024-05-26,STORE_AHD_001,90,549.83,18901.72,586.48,915.76,18315.24,2025-12-02 10:42:54,,,,
2024-05-26,STORE_SUR_002,138,296.06,9325.3,140.0,459.26,9185.3,2025-12-02 10:42:54,,,,
2024-05-26,STORE_VDR_003,80,396.21,11489.89,427.47,553.12,11062.42,2025-12-02 10:42:54,,,,
2024-05-27,STORE_AHD_001,84,175.18,6408.27,205.4,310.14,6202.870000000001,2025-12-02 10:42:54,,,,
2024-05-27,STORE_SUR_002,115,198.24,7795.85,212.86,379.15,7582.990000000001,2025-12-02 10:42:54,,,,
2024-05-27,STORE_VDR_003,47,477.5,14497.88,321.35,708.83,14176.529999999999,2025-12-02 10:42:54,,,,
2024-05-28,STORE_AHD_001,60,258.74,8845.45,210.88,431.73,8634.570000000002,2025-12-02 10:42:54,,,,
2024-05-28,STORE_SUR_002,106,504.82,18637.29,373.2,913.2,18264.09,2025-12-02 10:42:54,,,,
2024-05-28,STORE_VDR_003,121,531.23,13540.53,473.93,653.33,13066.6,2025-12-02 10:42:54,,,,
2024-05-29,STORE_AHD_001,118,349.4,10499.98,175.83,516.21,10324.15,2025-12-02 10:42:54,,,,
2024-05-29,STORE_SUR_002,114,186.3,6180.44,239.96,297.02,5940.48,2025-12-02 10:42:54,,,,
2024-05-29,STORE_VDR_003,117,265.18,10203.75,118.85,504.25,10084.9,2025-12-02 10:42:54,,,,
2024-05-30,STORE_AHD_001,150,132.2,2764.2,98.57,133.28,2665.6299999999997,2025-12-02 10:42:54,,,,
2024-05-30,STORE_SUR_002,113,233.8,5661.74,186.19,273.78,5475.55,2025-12-02 10:42:54,,,,
2024-05-30,STORE_VDR_003,119,394.77,11827.61,414.99,570.63,11412.62,2025-12-02 10:42:54,,,,
2024-05-31,STORE_AHD_001,77,396.02,10313.11,204.15,505.45,10108.960000000001,2025-12-02 10:42:54,,,,
2024-05-31,STORE_SUR_002,143,414.55,10757.02,138.97,530.9,10618.050000000001,2025-12-02 10:42:54,,,,
2024-05-31,STORE_VDR_003,47,187.97,5321.89,152.09,258.49,5169.8,2025-12-02 10:42:54,,,,
2024-06-01,STORE_AHD_001,83,380.86,9998.2,387.28,480.55,9610.92,2025-12-02 10:42:54,,,,
2024-06-01,STORE_SUR_002,133,544.85,14660.5,380.42,714.0,14280.08,2025-12-02 10:42:54,,,,
2024-06-01,STORE_VDR_003,137,279.33,8724.32,198.61,426.29,8525.71,2025-12-02 10:42:54,,,,
2024-06-02,STORE_AHD_001,99,172.68,5006.32,78.27,246.4,4928.049999999999,2025-12-02 10:42:54,,,,
2024-06-02,STORE_SUR_002,46,244.79,6776.52,234.57,327.1,6541.950000000001,2025-12-02 10:42:54,,,,
2024-06-02,STORE_VDR_003,71,533.95,20314.78,864.17,972.53,19450.61,2025-12-02 10:42:54,,,,
2024-06-03,STORE_AHD_001,113,430.09,10234.71,167.58,503.36,10067.13,2025-12-02 10:42:54,,,,
2024-06-03,STORE_SUR_002,105,320.73,12053.52,360.34,584.66,11693.18,2025-12-02 10:42:54,,,,
2024-06-03,STORE_VDR_003,51,526.45,15850.82,771.42,753.97,15079.4,2025-12-02 10:42:54,,,,
2024-06-04,STORE_AHD_001,67,370.84,7777.69,165.31,380.62,7612.379999999999,2025-12-02 10:42:54,,,,
2024-06-04,STORE_SUR_002,116,499.41,16523.08,476.25,802.34,16046.830000000002,2025-12-02 10:42:54,,,,
2024-06-04,STORE_VDR_003,108,123.52,2735.96,42.02,134.7,2693.94,2025-12-02 10:42:54,,,,
2024-06-05,STORE_AHD_001,73,432.83,15269.0,376.19,744.64,14892.81,2025-12-02 10:42:54,,,,
2024-06-05,STORE_SUR_002,91,142.0,4435.56,108.68,216.34,4326.88,2025-12-02 10:42:54,,,,
